,host_is_superhost,host_identity_verified,latitude,longitude,accommodates,bedrooms,beds,minimum_nights,number_of_reviews,instant_bookable,ano,semestre,n_amenities,property_type_Entire rental unit,property_type_Entire serviced apartment,property_type_Outros,property_type_Private room in rental unit,property_type_Room in hotel,room_type_Entire home/apt,room_type_Outros,room_type_Private room,bathrooms_text_1 bath,bathrooms_text_1 private bath,bathrooms_text_1 shared bath,bathrooms_text_1.5 baths,bathrooms_text_1.5 shared baths,bathrooms_text_Outros,price
5175,0,1,52.50583,13.46832,4,1.0,2.0,2,2,0,2022,3,10,1,0,0,0,0,1,0,0,1,0,0,0,0,0,45.0
5180,0,0,52.50657,13.3232,1,1.0,1.0,1,25,1,2022,3,15,0,0,0,1,0,0,0,1,0,0,1,0,0,0,33.0
5186,0,1,52.48628,13.40718,2,1.0,1.0,2,1,1,2022,3,6,0,0,0,1,0,0,0,1,1,0,0,0,0,0,26.0
5188,0,1,52.52078,13.3363,2,1.0,1.0,2,63,0,2022,3,23,0,0,0,1,0,0,0,1,0,0,1,0,0,0,45.0
5196,0,1,52.48677,13.37549,2,1.0,1.0,1,0,0,2022,3,6,0,0,0,1,0,0,0,1,0,0,1,0,0,0,30.0
5203,0,0,52.5523,13.39983,4,2.0,2.0,1,0,1,2022,3,7,1,0,0,0,0,1,0,0,1,0,0,0,0,0,80.0
5210,0,1,52.51786,13.29357,2,1.0,1.0,1,362,1,2022,3,22,0,0,0,1,0,0,0,1,0,0,0,0,0,1,55.0
5213,1,1,52.49362,13.41258,4,2.0,2.0,2,42,0,2022,3,43,1,0,0,0,0,1,0,0,1,0,0,0,0,0,99.0
5214,0,1,52.51022,13.42405,4,1.0,2.0,2,78,1,2022,3,34,1,0,0,0,0,1,0,0,1,0,0,0,0,0,118.0
5220,0,1,52.55436,13.47511,3,1.0,2.0,2,14,1,2022,3,5,1,0,0,0,0,1,0,0,1,0,0,0,0,0,73.0
5228,0,0,52.54875,13.36402,2,1.0,1.0,2,4,0,2022,3,21,0,0,0,1,0,0,0,1,0,0,1,0,0,0,28.0
5229,1,1,52.50001,13.41432,2,1.0,1.0,1,64,0,2022,3,34,0,0,0,1,0,0,0,1,0,0,1,0,0,0,39.0
5234,0,1,52.52894,13.44959,2,1.0,1.0,2,218,0,2022,3,29,1,0,0,0,0,1,0,0,1,0,0,0,0,0,65.0
5235,0,1,52.49264,13.39806,3,1.0,2.0,1,4,0,2022,3,11,0,0,0,1,0,0,0,1,0,0,0,0,0,1,36.0
5238,0,0,52.49704,13.35047,2,1.0,2.0,1,0,0,2022,3,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,30.0
5239,0,0,52.49705,13.31424,6,2.0,2.0,1,7,0,2022,3,13,1,0,0,0,0,1,0,0,1,0,0,0,0,0,100.0
5242,0,1,52.49645,13.41658,2,1.0,1.0,2,21,0,2022,3,11,0,0,0,1,0,0,0,1,0,0,1,0,0,0,35.0
5243,0,0,52.49864,13.35058,2,1.0,1.0,1,0,1,2022,3,7,0,0,0,1,0,0,0,1,1,0,0,0,0,0,60.0
5245,0,1,52.47419,13.44354,2,1.0,1.0,2,50,0,2022,3,12,0,0,0,1,0,0,0,1,1,0,0,0,0,0,35.0
5246,0,1,52.52809,13.34755,4,2.0,2.0,2,15,0,2022,3,27,0,0,0,1,0,0,0,1,0,1,0,0,0,0,73.0
5249,0,1,52.53847,13.42373,2,1.0,1.0,2,11,0,2022,3,16,0,0,0,1,0,0,0,1,0,0,1,0,0,0,48.0
5255,0,1,52.48925,13.37992,4,2.0,2.0,2,4,1,2022,3,6,0,0,0,1,0,0,0,1,0,0,1,0,0,0,40.0
5257,0,1,52.47411,13.42632,2,1.0,1.0,1,0,0,2022,3,7,1,0,0,0,0,1,0,0,1,0,0,0,0,0,53.0
5265,0,1,52.5488,13.35241,3,1.0,1.0,2,0,0,2022,3,10,0,0,0,1,0,0,0,1,1,0,0,0,0,0,30.0
5266,0,1,52.48431,13.4316,2,1.0,1.0,2,1,0,2022,3,8,0,0,0,1,0,0,0,1,1,0,0,0,0,0,24.0
5269,0,1,52.55089,13.4271,2,1.0,1.0,2,20,0,2022,3,9,0,0,0,1,0,0,0,1,0,0,1,0,0,0,46.0
5271,0,1,52.54883,13.40989,2,1.0,1.0,2,5,0,2022,3,8,0,0,0,1,0,0,0,1,0,0,1,0,0,0,26.0
5274,0,1,52.44222,13.24521,2,1.0,1.0,2,88,0,2022,3,11,0,0,1,0,0,0,0,1,1,0,0,0,0,0,55.0
5276,0,1,52.48479,13.36051,2,1.0,1.0,2,31,0,2022,3,22,1,0,0,0,0,1,0,0,1,0,0,0,0,0,25.0
5278,0,1,52.47872,13.44734,2,1.0,1.0,1,1,0,2022,3,7,0,0,0,1,0,0,0,1,0,0,1,0,0,0,25.0
5281,0,1,52.5495,13.37268,1,1.0,2.0,2,34,0,2022,3,29,0,0,0,1,0,0,0,1,0,0,1,0,0,0,29.0
5283,0,1,52.51389,13.42301,2,1.0,1.0,1,249,1,2022,3,13,1,0,0,0,0,1,0,0,1,0,0,0,0,0,80.0
5284,0,1,52.56151,13.35515,1,1.0,1.0,2,31,0,2022,3,10,0,0,1,0,0,0,0,1,0,0,1,0,0,0,48.0
5285,0,1,52.53371,13.40152,2,1.0,1.0,2,42,0,2022,3,18,0,0,0,1,0,0,0,1,0,1,0,0,0,0,42.0
5288,0,0,52.46524,13.48882,2,1.0,1.0,2,9,0,2022,3,8,0,0,1,0,0,0,0,1,0,0,1,0,0,0,25.0
5289,0,1,52.54924,13.40901,2,1.0,1.0,2,12,1,2022,3,7,0,0,0,1,0,0,0,1,1,0,0,0,0,0,68.0
5292,0,0,52.48158,13.43962,2,1.0,1.0,2,1,0,2022,3,10,1,0,0,0,0,1,0,0,1,0,0,0,0,0,40.0
5293,0,1,52.47591,13.42321,2,1.0,1.0,1,0,0,2022,3,8,1,0,0,0,0,1,0,0,1,0,0,0,0,0,90.0
5295,0,1,52.52695,13.3939,2,1.0,1.0,2,35,0,2022,3,13,1,0,0,0,0,1,0,0,1,0,0,0,0,0,85.0
5297,0,1,52.47808,13.4475,2,1.0,1.0,2,0,1,2022,3,29,0,0,0,1,0,0,0,1,0,0,1,0,0,0,37.0
5299,0,1,52.51927,13.45467,2,1.0,1.0,2,27,0,2022,3,29,0,0,1,0,0,1,0,0,1,0,0,0,0,0,84.0
5300,0,1,52.48942,13.3949,2,1.0,1.0,1,3,1,2022,3,14,0,0,0,1,0,0,0,1,0,1,0,0,0,0,35.0
5303,0,1,52.47435,13.42217,2,1.0,1.0,1,3,0,2022,3,6,0,0,0,1,0,0,0,1,0,0,1,0,0,0,35.0
5305,0,1,52.49199,13.38413,2,1.0,1.0,2,0,1,2022,3,11,0,0,0,1,0,0,0,1,1,0,0,0,0,0,39.0
5307,0,1,52.51991,13.30815,3,1.0,2.0,1,6,1,2022,3,7,0,0,0,1,0,0,0,1,0,0,1,0,0,0,29.0
5308,0,0,52.55021,13.35545,2,1.0,1.0,2,14,1,2022,3,12,0,0,0,1,0,0,0,1,0,0,1,0,0,0,25.0
5309,0,1,52.5279,13.39322,3,1.0,3.0,1,354,1,2022,3,50,1,0,0,0,0,1,0,0,1,0,0,0,0,0,101.0
5321,0,0,52.49385,13.3993,2,1.0,1.0,2,6,1,2022,3,6,0,0,0,1,0,0,0,1,0,0,1,0,0,0,30.0
5324,0,1,52.50926,13.308,1,1.0,1.0,2,44,0,2022,3,9,0,0,0,1,0,0,0,1,0,0,1,0,0,0,27.0
5325,0,1,52.46796,13.34287,2,1.0,1.0,2,91,0,2022,3,39,0,0,0,1,0,0,0,1,0,0,1,0,0,0,39.0
5331,1,1,52.52402,13.33733,3,1.0,1.0,2,116,1,2022,3,13,1,0,0,0,0,1,0,0,0,0,0,1,0,0,62.0
5337,0,1,52.48674,13.36187,2,1.0,2.0,1,13,1,2022,3,11,0,0,0,1,0,0,0,1,0,0,1,0,0,0,32.0
5338,0,1,52.52153,13.33299,2,1.0,1.0,2,18,1,2022,3,10,0,0,0,1,0,0,0,1,0,0,1,0,0,0,195.0
5340,1,1,52.52438,13.41012,2,1.0,1.0,2,124,0,2022,3,31,1,0,0,0,0,1,0,0,1,0,0,0,0,0,121.0
5356,0,1,52.52059,13.45638,2,1.0,1.0,2,29,0,2022,3,31,0,0,0,1,0,0,0,1,0,0,0,1,0,0,50.0
5357,1,1,52.49587,13.43687,2,1.0,2.0,2,61,0,2022,3,36,0,0,1,0,0,0,0,1,0,0,1,0,0,0,31.0
5364,0,1,52.506813,13.313672,2,1.0,1.0,1,6,1,2022,3,29,0,0,1,0,0,0,0,1,0,1,0,0,0,0,100.0
5367,0,1,52.48155,13.43946,2,1.0,1.0,2,11,0,2022,3,10,0,0,0,1,0,0,0,1,0,0,1,0,0,0,45.0
5368,0,0,52.52519,13.45068,4,1.0,1.0,1,1,0,2022,3,8,0,0,0,1,0,0,0,1,0,0,1,0,0,0,40.0
5372,0,1,52.56444,13.41266,2,1.0,1.0,1,3,1,2022,3,10,0,0,0,1,0,0,0,1,0,0,1,0,0,0,35.0
5373,0,1,52.51631,13.29454,2,1.0,1.0,1,29,1,2022,3,19,0,0,1,0,0,0,0,1,0,0,0,0,0,1,55.0
5376,0,1,52.48573,13.36226,4,1.0,2.0,1,100,1,2022,3,23,0,0,0,1,0,0,0,1,0,0,1,0,0,0,31.0
5377,0,0,52.51699,13.46784,1,1.0,1.0,2,13,0,2022,3,17,0,0,0,1,0,0,0,1,1,0,0,0,0,0,25.0
5384,0,1,52.5333,13.41403,5,2.0,3.0,1,6,0,2022,3,16,1,0,0,0,0,1,0,0,0,0,0,0,0,1,76.0
5386,0,1,52.54784,13.35134,2,1.0,1.0,1,3,0,2022,3,19,0,0,0,1,0,0,0,1,0,0,1,0,0,0,26.0
5394,0,1,52.48021,13.42791,2,1.0,1.0,1,6,0,2022,3,10,1,0,0,0,0,1,0,0,1,0,0,0,0,0,45.0
5395,0,1,52.53654,13.41544,2,1.0,1.0,1,4,1,2022,3,7,1,0,0,0,0,1,0,0,1,0,0,0,0,0,50.0
5396,0,1,52.4741,13.34316,2,1.0,2.0,2,147,1,2022,3,36,1,0,0,0,0,1,0,0,1,0,0,0,0,0,62.0
5399,0,1,52.51789,13.2926,2,1.0,1.0,1,197,1,2022,3,22,0,0,0,1,0,0,0,1,0,0,0,0,0,1,56.0
5404,0,1,52.5183,13.31443,2,1.0,1.0,1,45,1,2022,3,27,1,0,0,0,0,1,0,0,1,0,0,0,0,0,64.0
5406,1,1,52.53804,13.4105,4,1.0,1.0,2,148,0,2022,3,47,1,0,0,0,0,1,0,0,1,0,0,0,0,0,169.0
5413,0,1,52.52903,13.40325,1,1.0,1.0,1,28,0,2022,3,24,0,0,0,1,0,0,0,1,0,0,1,0,0,0,49.0
5414,0,1,52.48283,13.52116,2,1.0,1.0,2,15,0,2022,3,17,1,0,0,0,0,1,0,0,1,0,0,0,0,0,55.0
5415,0,1,52.47116,13.42966,2,1.0,1.0,2,12,1,2022,3,10,0,0,0,1,0,0,0,1,0,0,1,0,0,0,37.0
5416,0,1,52.43182,13.22314,2,1.0,1.0,1,9,0,2022,3,11,1,0,0,0,0,1,0,0,1,0,0,0,0,0,25.0
5422,1,0,52.52168,13.5529,2,1.0,2.0,1,107,0,2022,3,10,0,0,1,0,0,1,0,0,1,0,0,0,0,0,55.0
5424,0,1,52.49355,13.44125,2,1.0,1.0,2,14,1,2022,3,18,0,0,0,1,0,0,0,1,1,0,0,0,0,0,35.0
5429,0,0,52.48517,13.37697,2,1.0,1.0,2,1,0,2022,3,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,52.0
5433,0,0,52.41673,13.67775,2,1.0,2.0,2,2,0,2022,3,7,0,0,1,0,0,0,0,1,0,1,0,0,0,0,29.0
5434,0,0,52.51563,13.49562,3,1.0,2.0,1,4,0,2022,3,11,0,0,0,1,0,0,0,1,1,0,0,0,0,0,45.0
5435,0,0,52.54908,13.35126,4,1.0,3.0,1,101,1,2022,3,22,0,1,0,0,0,1,0,0,1,0,0,0,0,0,104.0
5436,0,0,52.53468,13.35763,2,1.0,1.0,2,5,0,2022,3,19,0,0,0,1,0,0,0,1,0,0,1,0,0,0,37.0
5437,0,1,52.49069,13.44489,2,1.0,1.0,2,11,1,2022,3,7,1,0,0,0,0,1,0,0,1,0,0,0,0,0,80.0
5444,0,1,52.54628,13.36974,2,1.0,1.0,2,4,0,2022,3,9,0,0,0,1,0,0,0,1,0,0,0,1,0,0,42.0
5445,0,1,52.48983,13.41703,2,1.0,1.0,1,0,1,2022,3,6,1,0,0,0,0,1,0,0,1,0,0,0,0,0,35.0
5450,1,1,52.52909,13.55272,2,1.0,1.0,2,223,1,2022,3,28,0,0,1,0,0,0,0,1,0,1,0,0,0,0,46.0
5457,0,1,52.55335,13.42795,1,1.0,1.0,2,50,0,2022,3,13,0,0,0,1,0,0,0,1,0,0,1,0,0,0,24.0
5459,0,1,52.47635,13.45024,2,1.0,1.0,2,14,0,2022,3,23,0,0,0,1,0,0,0,1,0,0,1,0,0,0,28.0
5461,1,1,52.60302,13.43274,2,1.0,2.0,2,112,1,2022,3,20,1,0,0,0,0,1,0,0,1,0,0,0,0,0,48.0
5463,0,1,52.51483,13.46016,2,1.0,1.0,1,3,0,2022,3,7,0,0,0,1,0,0,0,1,1,0,0,0,0,0,30.0
5465,0,1,52.50455,13.43514,2,1.0,1.0,1,4,1,2022,3,4,1,0,0,0,0,1,0,0,1,0,0,0,0,0,40.0
5466,0,0,52.55571,13.3483,4,1.0,3.0,1,145,1,2022,3,23,0,1,0,0,0,1,0,0,1,0,0,0,0,0,95.0
5471,1,1,52.50707439333571,13.414740534265142,4,1.0,2.0,2,65,1,2022,3,49,1,0,0,0,0,1,0,0,1,0,0,0,0,0,193.0
5474,0,0,52.48876,13.3914,2,1.0,1.0,2,4,1,2022,3,6,0,0,0,1,0,0,0,1,0,0,1,0,0,0,30.0
5478,0,0,52.47669,13.44286,4,1.0,2.0,1,127,1,2022,3,23,0,1,0,0,0,1,0,0,1,0,0,0,0,0,107.0
5480,0,1,52.50899,13.45427,4,2.0,2.0,2,16,1,2022,3,11,1,0,0,0,0,1,0,0,1,0,0,0,0,0,99.0
5485,1,1,52.49896,13.29961,2,1.0,1.0,2,317,0,2022,3,34,1,0,0,0,0,1,0,0,1,0,0,0,0,0,66.0
5486,0,1,52.57763,13.39812,1,1.0,1.0,1,115,1,2022,3,14,0,0,0,1,0,0,0,1,0,0,1,0,0,0,24.0
5489,1,1,52.45406,13.62377,2,1.0,1.0,2,55,0,2022,3,28,0,0,1,0,0,0,0,1,0,0,0,0,0,1,61.0
5490,0,1,52.4986,13.44081,2,1.0,1.0,1,2,1,2022,3,8,0,0,0,1,0,0,0,1,1,0,0,0,0,0,27.0
5491,0,1,52.50592,13.46823,2,1.0,1.0,2,1,1,2022,3,9,0,0,0,1,0,0,0,1,0,0,1,0,0,0,35.0
5496,0,1,52.53344,13.40524,2,1.0,1.0,1,24,0,2022,3,14,0,0,0,1,0,0,0,1,0,0,1,0,0,0,35.0
5501,0,1,52.49648,13.49682,2,1.0,1.0,2,97,0,2022,3,36,0,0,0,1,0,0,0,1,0,0,1,0,0,0,37.0
5508,0,0,52.49724,13.42288,2,1.0,1.0,2,0,1,2022,3,7,0,0,1,0,0,0,1,0,0,0,1,0,0,0,40.0
5513,0,0,52.51515,13.42489,2,1.0,1.0,2,16,1,2022,3,10,0,0,0,1,0,0,0,1,0,0,1,0,0,0,39.0
5514,0,1,52.55135,13.37653,2,1.0,1.0,1,4,0,2022,3,26,0,0,0,1,0,0,0,1,0,0,1,0,0,0,40.0
5515,0,1,52.51749,13.29475,2,1.0,1.0,1,285,1,2022,3,22,0,0,0,1,0,0,0,1,0,0,0,0,0,1,53.0
5522,0,0,52.47976,13.53098,4,1.0,1.0,2,7,0,2022,3,21,1,0,0,0,0,1,0,0,1,0,0,0,0,0,60.0
5524,0,1,52.50211,13.42083,2,1.0,1.0,2,48,1,2022,3,19,0,0,0,1,0,0,0,1,0,0,1,0,0,0,36.0
5525,0,0,52.45973,13.32189,4,1.0,2.0,2,27,0,2022,3,20,1,0,0,0,0,1,0,0,1,0,0,0,0,0,80.0
5533,0,1,52.46976,13.3303,2,1.0,1.0,2,0,0,2022,3,8,0,0,0,1,0,0,0,1,0,0,1,0,0,0,30.0
5541,0,1,52.53118,13.42908,2,1.0,1.0,1,6,0,2022,3,10,1,0,0,0,0,1,0,0,0,0,0,1,0,0,56.0
5542,0,0,52.54194,13.42229,1,1.0,1.0,1,3,0,2022,3,11,0,0,0,1,0,0,0,1,1,0,0,0,0,0,54.0
5545,0,1,52.49104,13.39404,2,1.0,1.0,1,1,1,2022,3,10,0,0,0,1,0,0,0,1,0,0,0,1,0,0,24.0
5548,0,0,52.50211,13.33145,4,1.0,2.0,1,29,0,2022,3,33,0,0,0,0,1,0,0,1,0,0,1,0,0,0,200.0
5551,0,1,52.54852,13.43136,2,1.0,1.0,2,3,0,2022,3,10,0,0,0,1,0,0,0,1,0,0,1,0,0,0,27.0
5553,0,1,52.52512,13.35084,2,1.0,1.0,2,185,0,2022,3,30,0,0,0,1,0,0,0,1,0,0,0,1,0,0,40.0
5555,0,1,52.48015,13.44302,2,1.0,1.0,2,11,1,2022,3,26,0,0,0,1,0,0,0,1,0,0,1,0,0,0,48.0
5556,0,1,52.48946,13.31001,5,2.0,2.0,1,3,0,2022,3,12,1,0,0,0,0,1,0,0,1,0,0,0,0,0,116.0
5559,0,1,52.51774,13.2947,2,1.0,1.0,1,229,1,2022,3,21,0,0,0,1,0,0,0,1,0,0,0,0,0,1,53.0
5560,0,1,52.49206,13.38196,2,1.0,1.0,2,322,1,2022,3,18,1,0,0,0,0,1,0,0,1,0,0,0,0,0,45.0
5563,0,0,52.56346,13.21645,2,1.0,1.0,1,0,0,2022,3,9,0,0,0,1,0,0,0,1,0,1,0,0,0,0,35.0
5564,0,0,52.58169,13.37633,2,1.0,2.0,2,3,1,2022,3,17,1,0,0,0,0,1,0,0,1,0,0,0,0,0,51.0
5566,0,1,52.621937,13.487898,2,1.0,1.0,2,34,0,2022,3,27,0,0,1,0,0,0,0,1,0,0,0,1,0,0,33.0
5567,0,0,52.48534,13.43322,1,1.0,1.0,1,1,1,2022,3,6,0,0,0,1,0,0,0,1,0,0,1,0,0,0,34.0
5568,0,1,52.56584,13.32351,2,1.0,1.0,1,190,1,2022,3,17,0,0,0,1,0,0,0,1,0,0,1,0,0,0,25.0
5570,0,1,52.47682,13.34496,4,2.0,2.0,1,1,0,2022,3,9,1,0,0,0,0,1,0,0,1,0,0,0,0,0,85.0
5572,0,1,52.53654,13.29024,3,1.0,3.0,2,36,0,2022,3,26,0,0,0,1,0,0,0,1,0,0,1,0,0,0,39.0
5574,0,1,52.55396,13.41502,2,1.0,1.0,1,16,1,2022,3,14,0,0,0,1,0,0,0,1,0,0,1,0,0,0,31.0
5576,0,1,52.51292,13.30851,2,1.0,1.0,1,1,0,2022,3,10,0,0,0,1,0,0,0,1,0,0,1,0,0,0,43.0
5577,0,0,52.55308,13.38352,2,1.0,1.0,1,1,0,2022,3,8,0,0,0,1,0,0,0,1,0,0,1,0,0,0,32.0
5579,0,1,52.43025,13.18979,1,1.0,1.0,1,42,0,2022,3,21,0,0,1,0,0,0,0,1,0,1,0,0,0,0,44.0
5581,0,1,52.42896,13.18821,2,1.0,1.0,1,5,0,2022,3,21,0,0,1,0,0,0,0,1,0,1,0,0,0,0,78.0
5582,1,1,52.49999,13.45825,1,1.0,1.0,2,13,0,2022,3,14,0,0,0,1,0,0,0,1,0,0,1,0,0,0,40.0
5584,0,1,52.48951,13.42301,2,1.0,1.0,2,2,0,2022,3,5,0,0,0,1,0,0,0,1,1,0,0,0,0,0,25.0
5585,0,0,52.48935,13.35065,2,1.0,1.0,2,24,0,2022,3,38,1,0,0,0,0,1,0,0,1,0,0,0,0,0,49.0
5589,0,0,52.49916,13.31481,2,1.0,1.0,1,35,0,2022,3,10,0,0,0,1,0,0,0,1,0,0,1,0,0,0,40.0
5591,1,1,52.51063,13.47724,2,1.0,1.0,2,150,1,2022,3,13,0,0,0,1,0,0,0,1,0,0,0,0,1,0,85.0
5592,0,0,52.52541,13.33367,2,1.0,1.0,2,10,1,2022,3,11,0,0,0,1,0,0,0,1,0,0,1,0,0,0,35.0
5595,0,1,52.51116,13.46429,2,1.0,1.0,2,4,1,2022,3,8,0,0,0,1,0,0,0,1,1,0,0,0,0,0,27.0
5597,0,1,52.52886,13.33419,2,1.0,1.0,2,0,1,2022,3,7,0,0,0,1,0,0,0,1,0,0,1,0,0,0,31.0
5598,0,1,52.44629,13.38658,2,1.0,2.0,2,127,1,2022,3,25,0,0,0,1,0,0,0,1,0,0,1,0,0,0,44.0
5599,0,1,52.51656,13.29496,2,1.0,1.0,1,202,1,2022,3,21,0,0,0,1,0,0,0,1,0,0,0,0,0,1,54.0
5602,0,1,52.53913,13.41441,4,2.0,2.0,2,20,0,2022,3,23,1,0,0,0,0,1,0,0,0,0,0,0,0,1,165.0
5604,0,0,52.47996,13.42592,2,1.0,1.0,2,10,0,2022,3,11,0,0,0,1,0,0,0,1,0,0,1,0,0,0,25.0
5610,0,1,52.5117,13.29313,2,1.0,1.0,1,1,0,2022,3,10,0,0,1,0,0,1,0,0,1,0,0,0,0,0,41.0
5613,0,1,52.54547,13.3468,3,1.0,2.0,2,10,0,2022,3,18,1,0,0,0,0,1,0,0,1,0,0,0,0,0,85.0
5615,0,1,52.58469,13.39058,1,1.0,1.0,2,3,1,2022,3,8,0,0,0,1,0,0,0,1,0,0,1,0,0,0,31.0
5618,0,1,52.493694,13.396867,2,1.0,1.0,1,322,1,2022,3,40,1,0,0,0,0,1,0,0,1,0,0,0,0,0,103.0
5621,0,1,52.5443,13.43429,2,1.0,1.0,2,7,1,2022,3,6,1,0,0,0,0,1,0,0,1,0,0,0,0,0,60.0
5632,0,0,52.48052,13.43029,2,1.0,1.0,2,3,1,2022,3,7,0,0,1,0,0,1,0,0,1,0,0,0,0,0,50.0
5633,0,1,52.57471,13.40393,4,2.0,3.0,2,206,0,2022,3,48,1,0,0,0,0,1,0,0,1,0,0,0,0,0,160.0
5635,0,1,52.50462,13.29509,1,1.0,1.0,2,2,1,2022,3,8,0,0,0,1,0,0,0,1,0,0,1,0,0,0,42.0
5637,0,1,52.49934,13.41422,2,1.0,1.0,2,23,0,2022,3,19,0,0,0,1,0,0,0,1,0,0,1,0,0,0,70.0
5638,0,1,52.50715,13.40629,1,1.0,1.0,2,22,0,2022,3,20,0,0,0,1,0,0,0,1,0,0,1,0,0,0,45.0
5643,0,1,52.48236,13.42963,4,1.0,2.0,2,1,0,2022,3,14,1,0,0,0,0,1,0,0,1,0,0,0,0,0,90.0
5644,0,1,52.52471,13.44657,3,1.0,2.0,2,111,0,2022,3,36,1,0,0,0,0,1,0,0,1,0,0,0,0,0,87.0
5645,1,1,52.5187,13.46576,2,1.0,1.0,2,53,1,2022,3,36,0,0,0,1,0,0,0,1,0,0,1,0,0,0,43.0
5646,0,1,52.49817,13.44679,2,1.0,1.0,2,114,0,2022,3,32,0,0,0,1,0,0,0,1,0,0,1,0,0,0,60.0
5648,0,1,52.55986,13.38845,2,1.0,1.0,2,34,0,2022,3,20,0,0,0,1,0,0,0,1,0,0,1,0,0,0,22.0
5650,0,1,52.49525,13.38362,2,1.0,1.0,2,9,0,2022,3,31,0,0,0,1,0,0,0,1,0,0,0,0,1,0,42.0
5652,0,1,52.47677,13.42234,2,1.0,1.0,2,1,0,2022,3,14,1,0,0,0,0,1,0,0,1,0,0,0,0,0,78.0
5655,0,1,52.50035,13.45932,2,1.0,1.0,2,2,1,2022,3,5,0,0,0,1,0,0,0,1,0,0,1,0,0,0,33.0
5656,0,1,52.48197,13.44539,4,2.0,2.0,2,3,0,2022,3,8,1,0,0,0,0,1,0,0,1,0,0,0,0,0,41.0
5659,1,1,52.52497,13.61103,2,1.0,1.0,2,104,0,2022,3,19,0,0,1,0,0,0,0,1,0,1,0,0,0,0,45.0
5661,0,1,52.49552,13.4336,2,1.0,1.0,1,0,1,2022,3,8,1,0,0,0,0,1,0,0,1,0,0,0,0,0,83.0
5663,0,1,52.56047,13.37743,2,1.0,1.0,2,4,0,2022,3,7,0,0,1,0,0,0,0,1,0,0,1,0,0,0,25.0
5664,0,1,52.49922,13.44193,2,1.0,1.0,2,145,0,2022,3,7,0,0,0,1,0,0,0,1,1,0,0,0,0,0,27.0
5672,0,1,52.4719,13.43895,2,1.0,2.0,2,14,1,2022,3,8,0,0,0,1,0,0,0,1,0,0,1,0,0,0,40.0
5676,0,1,52.48142,13.4336,1,1.0,1.0,2,10,0,2022,3,8,0,0,0,1,0,0,0,1,0,0,1,0,0,0,25.0
5684,0,1,52.56238,13.47956,2,1.0,2.0,1,9,1,2022,3,8,0,0,0,1,0,0,0,1,1,0,0,0,0,0,30.0
5687,1,1,52.53067,13.3437,4,1.0,2.0,1,76,1,2022,3,36,1,0,0,0,0,1,0,0,1,0,0,0,0,0,65.0
5689,0,1,52.55421,13.38979,2,1.0,1.0,2,48,0,2022,3,23,0,0,0,1,0,0,0,1,0,0,1,0,0,0,55.0
5690,0,1,52.47081,13.4353,1,2.0,1.0,2,0,0,2022,3,11,0,0,0,1,0,0,0,1,0,0,1,0,0,0,31.0
5691,0,1,52.51211,13.50785,2,1.0,2.0,1,3,1,2022,3,6,0,0,0,1,0,0,0,1,0,0,1,0,0,0,25.0
5692,0,1,52.50177,13.36767,2,1.0,1.0,2,39,0,2022,3,6,0,0,0,1,0,0,0,1,0,0,1,0,0,0,40.0
5693,1,1,52.50412,13.46457,2,1.0,1.0,2,97,0,2022,3,43,0,0,0,1,0,0,0,1,0,0,1,0,0,0,59.0
5696,0,1,52.51624,13.44688,1,1.0,1.0,2,37,0,2022,3,34,0,0,0,1,0,0,0,1,0,0,1,0,0,0,92.0
5702,0,1,52.5468,13.4081,2,1.0,1.0,2,12,1,2022,3,8,1,0,0,0,0,1,0,0,1,0,0,0,0,0,70.0
5703,0,1,52.55407,13.34377,2,1.0,1.0,1,16,0,2022,3,21,1,0,0,0,0,1,0,0,1,0,0,0,0,0,125.0
5706,0,0,52.52935,13.33087,4,2.0,2.0,1,0,1,2022,3,7,1,0,0,0,0,1,0,0,1,0,0,0,0,0,89.0
5711,0,0,52.55377,13.35029,4,1.0,2.0,1,63,1,2022,3,24,0,1,0,0,0,1,0,0,1,0,0,0,0,0,91.0
5715,0,1,52.47685,13.42289,2,1.0,1.0,2,2,1,2022,3,6,0,0,0,1,0,0,0,1,1,0,0,0,0,0,30.0
5716,0,1,52.50804,13.45143,2,1.0,1.0,2,5,0,2022,3,20,0,0,0,1,0,0,0,1,0,0,1,0,0,0,32.0
5718,0,1,52.48559,13.37326,1,1.0,1.0,2,6,0,2022,3,10,0,0,0,1,0,0,0,1,0,0,1,0,0,0,49.0
5719,0,0,52.49109,13.43222,2,1.0,1.0,1,2,0,2022,3,13,1,0,0,0,0,1,0,0,1,0,0,0,0,0,45.0
5721,1,1,52.48401,13.4485,2,1.0,1.0,2,16,0,2022,3,16,1,0,0,0,0,1,0,0,1,0,0,0,0,0,125.0
5722,0,1,52.4213,13.32153,2,1.0,1.0,2,121,0,2022,3,31,0,0,0,1,0,0,0,1,0,1,0,0,0,0,44.0
5724,0,1,52.51209,13.27781,4,2.0,2.0,2,19,0,2022,3,27,1,0,0,0,0,1,0,0,1,0,0,0,0,0,95.0
5727,0,0,52.54026,13.42251,2,1.0,1.0,1,0,1,2022,3,7,0,0,0,1,0,0,0,1,1,0,0,0,0,0,24.0
